symbol,date,open,close,high,low,volume
TQQQ,2015-04-21,2.19864,2.188,2.20909,2.18081,133201798
TQQQ,2015-04-22,2.20583,2.22346,2.23418,2.16309,127488739
TQQQ,2015-04-23,2.20335,2.24991,2.27867,2.20007,136990164
TQQQ,2015-04-24,2.31937,2.33808,2.34957,2.30932,148926353
TQQQ,2015-04-27,2.36826,2.32321,2.37926,2.30765,168522185
TQQQ,2015-04-28,2.32728,2.30788,2.34095,2.25016,179603221
TQQQ,2015-04-29,2.26931,2.2639,2.30981,2.22739,202814899
TQQQ,2015-04-30,2.22618,2.15767,2.25412,2.12399,322257153
TQQQ,2015-05-01,2.18245,2.24473,2.2468,2.18163,198693950
TQQQ,2015-05-04,2.26451,2.25278,2.29566,2.25016,137999059
TQQQ,2015-05-05,2.22739,2.14608,2.23976,2.14068,293520933
TQQQ,2015-05-06,2.15504,2.10034,2.17359,2.05625,223065370
TQQQ,2015-05-07,2.09812,2.13635,2.15409,2.09275,176319416
TQQQ,2015-05-08,2.20335,2.2147,2.23017,2.1928,186526867
TQQQ,2015-05-11,2.22077,2.19041,2.23433,2.18608,145382641
TQQQ,2015-05-12,2.15073,2.1621,2.19375,2.1021,199035584
TQQQ,2015-05-13,2.18915,2.17324,2.22258,2.16423,138556217
TQQQ,2015-05-14,2.22739,2.26931,2.27387,2.20272,184910612
TQQQ,2015-05-15,2.28849,2.26906,2.29542,2.25193,153141768
TQQQ,2015-05-18,2.25796,2.29708,2.31122,2.2523,115600080
TQQQ,2015-05-19,2.30619,2.29063,2.31577,2.27961,103084884
TQQQ,2015-05-20,2.29566,2.29423,2.33544,2.25852,116345262
TQQQ,2015-05-21,2.28249,2.3304,2.33901,2.27265,96438219
TQQQ,2015-05-22,2.32224,2.32391,2.34813,2.31769,83463004
TQQQ,2015-05-26,2.30742,2.2433,2.317,2.2159,146824965
TQQQ,2015-05-27,2.26295,2.35147,2.35843,2.24895,140423446
TQQQ,2015-05-28,2.33712,2.33423,2.35365,2.31364,94763639
TQQQ,2015-05-29,2.32992,2.2947,2.34022,2.27746,110904207
TQQQ,2015-06-01,2.33062,2.31482,2.33473,2.25997,143427624
TQQQ,2015-06-02,2.29063,2.29351,2.32801,2.25652,137407721
TQQQ,2015-06-03,2.32753,2.31386,2.34047,2.29781,122413738
TQQQ,2015-06-04,2.27568,2.26334,2.31937,2.24031,194191527
TQQQ,2015-06-05,2.25335,2.24617,2.26931,2.20487,144925869
TQQQ,2015-06-08,2.24295,2.17766,2.24712,2.1639,151019450
TQQQ,2015-06-09,2.16165,2.16691,2.18963,2.11729,159992687
TQQQ,2015-06-10,2.188,2.25254,2.27354,2.18125,161825310
TQQQ,2015-06-11,2.27817,2.26486,2.29566,2.25254,122433976
TQQQ,2015-06-12,2.22777,2.20749,2.24216,2.20007,126374072
TQQQ,2015-06-15,2.15925,2.17708,2.18618,2.12151,210062954
TQQQ,2015-06-16,2.1675,2.21022,2.22165,2.16568,105894819
TQQQ,2015-06-17,2.22248,2.22858,2.25052,2.18665,176081442
TQQQ,2015-06-18,2.24741,2.32273,2.33712,2.24598,170058124
TQQQ,2015-06-19,2.32944,2.28752,2.33566,2.28752,88497488
TQQQ,2015-06-22,2.34261,2.34261,2.36346,2.32704,137738050
TQQQ,2015-06-23,2.351,2.3486,2.35483,2.31866,120159275
TQQQ,2015-06-24,2.33949,2.31243,2.36921,2.31029,88778576
TQQQ,2015-06-25,2.33854,2.29732,2.34548,2.28631,89094796
TQQQ,2015-06-26,2.29542,2.25461,2.31219,2.22643,137928787
TQQQ,2015-06-29,2.17526,2.09524,2.21541,2.09092,286252807
