symbol,date,open,close,high,low,volume
QQQ,2017-05-08,130.019,130.245,130.245,129.746,14025050
QQQ,2017-05-09,130.429,130.695,130.97,130.314,30050755
QQQ,2017-05-10,130.764,130.764,130.814,130.295,21687093
QQQ,2017-05-11,130.41,130.666,130.705,129.792,28809718
QQQ,2017-05-12,130.744,130.94,130.97,130.606,19218932
QQQ,2017-05-15,130.97,131.342,131.421,130.884,21655823
QQQ,2017-05-16,131.645,131.891,131.91,131.293,22891552
QQQ,2017-05-17,130.903,128.567,131.086,128.547,57175330
QQQ,2017-05-18,128.557,129.676,130.127,128.373,43735028
QQQ,2017-05-19,130.117,130.245,130.784,130.067,38854760
QQQ,2017-05-22,130.517,131.302,131.382,130.478,20575778
QQQ,2017-05-23,131.704,131.44,131.704,131.096,20826578
QQQ,2017-05-24,131.842,132.037,132.096,131.47,17004098
QQQ,2017-05-25,132.547,133.175,133.529,132.256,25300300
QQQ,2017-05-26,133.203,133.42,133.48,133.02,14654643
QQQ,2017-05-30,133.331,133.539,133.695,133.262,21474988
QQQ,2017-05-31,133.969,133.49,134.009,132.793,35147072
QQQ,2017-06-01,133.745,134.009,134.068,133.184,21276410
QQQ,2017-06-02,134.489,135.558,135.587,134.273,39356262
QQQ,2017-06-05,135.538,135.529,135.764,135.351,16638646
QQQ,2017-06-06,135.389,134.999,135.813,134.793,23676944
QQQ,2017-06-07,135.351,135.519,135.627,134.743,19925634
QQQ,2017-06-08,135.823,135.657,135.88,134.929,26847466
QQQ,2017-06-09,135.813,132.226,135.968,130.487,116172593
QQQ,2017-06-12,131.154,131.53,131.764,129.881,110476623
QQQ,2017-06-13,132.256,132.595,132.784,131.578,54154851
QQQ,2017-06-14,133.126,132.007,133.136,130.96,63458111
QQQ,2017-06-15,130.724,131.43,131.578,129.9,58341579
QQQ,2017-06-16,131.402,130.884,131.45,130.401,50752494
QQQ,2017-06-19,132.077,133.049,133.175,131.929,41734714
